Time [s],Current [A],Voltage [V],Discharge capacity [A.h],Cycle,Step
13598.148229332124,-2.5,4.012619008558829,1.8376029370362006,2.0,0.0
13599.148229332124,-2.5,4.012752729921836,1.8369084925917563,2.0,0.0
13600.148229332124,-2.5,4.012886517019864,1.8362140481473117,2.0,0.0
13601.148229332124,-2.5,4.013020369906425,1.8355196037028674,2.0,0.0
13602.148229332124,-2.5,4.013154288635029,1.8348251592584228,2.0,0.0
13603.148229332124,-2.5,4.013288273259187,1.8341307148139783,2.0,0.0
13604.148229332124,-2.5,4.013422323832412,1.833436270369534,2.0,0.0
13605.148229332124,-2.5,4.0135564404082125,1.8327418259250894,2.0,0.0
13606.148229332124,-2.5,4.0136906230401035,1.832047381480645,2.0,0.0
13607.148229332124,-2.5,4.013824871781595,1.8313529370362005,2.0,0.0
13608.148229332124,-2.5,4.013959186686199,1.8306584925917562,2.0,0.0
13609.148229332124,-2.5,4.014093567807425,1.8299640481473116,2.0,0.0
13610.148229332124,-2.5,4.014228015198786,1.8292696037028673,2.0,0.0
13611.148229332124,-2.5,4.014362528913795,1.8285751592584227,2.0,0.0
13612.148229332124,-2.5,4.0144971090059585,1.8278807148139784,2.0,0.0
13613.148229332124,-2.5,4.014631755528792,1.8271862703695338,2.0,0.0
13614.148229332124,-2.5,4.014766468535807,1.8264918259250895,2.0,0.0
13615.148229332124,-2.5,4.014901248080513,1.825797381480645,2.0,0.0
13616.148229332124,-2.5,4.015036094216423,1.8251029370362006,2.0,0.0
13617.148229332124,-2.5,4.015171006997048,1.824408492591756,2.0,0.0
13618.148229332124,-2.5,4.015305986475897,1.8237140481473118,2.0,0.0
13619.148229332124,-2.5,4.015441032706486,1.8230196037028672,2.0,0.0
13620.148229332124,-2.5,4.0155761457423225,1.8223251592584229,2.0,0.0
